3.004609999999999920e-02 9.345479999999999760e-03 4.231440000000000201e-02 3.823039999999999772e-02 9.804989999999999539e-03 3.683419999999999750e-02 2.563189999999999913e-02 5.056569999999999815e-02 3.892379999999999972e-03 2.705750000000000169e-02 1.327659999999999951e-02 4.810949999999999949e-02 3.322739999999999722e-02 1.166539999999999938e-02 1.504300000000000082e-03 1.220719999999999965e-02 4.210280000000000272e-02 5.775109999999999966e-03 3.485039999999999666e-02 3.504789999999999989e-02 2.396780000000000091e-02 1.524050000000000057e-02 1.185810000000000032e-03 7.057529999999999359e-02 3.542870000000000047e-02 8.848349999999999618e-03 2.543329999999999896e-02 5.352259999999999657e-02 3.212269999999999709e-02 1.515580000000000052e-02 1.186989999999999964e-04 8.322549999999999393e-02 4.025299999999999712e-02 7.968100000000000530e-03 1.464339999999999956e-03 7.399989999999999346e-02
4.459149999999999919e-02 9.756960000000000285e-03 2.504359999999999919e-02 1.182749999999999947e-02 4.137919999999999793e-02 3.433429999999999815e-02 8.874049999999999647e-03 4.913719999999999893e-02 3.569080000000000169e-02 6.144100000000000256e-02 5.038630000000000105e-04 2.695809999999999873e-02 5.068460000000000326e-02 1.085000000000000027e-02 2.835949999999999842e-04 7.679279999999999440e-02 7.930109999999999937e-02 5.341499999999999460e-04 6.722770000000000308e-03 2.358149999999999830e-02 3.962620000000000031e-02 3.601379999999999946e-03 3.792279999999999870e-03 4.109840000000000021e-02 4.309269999999999767e-02 4.599019999999999671e-03 5.539739999999999595e-03 4.230249999999999982e-02 6.087479999999999974e-02 9.957959999999999642e-04 5.837109999999999955e-04 6.589960000000000262e-02 5.529370000000000118e-02 6.635579999999999647e-04 1.790600000000000048e-03 3.195719999999999811e-02
1.683959999999999971e-02 4.448679999999999995e-02 1.211489999999999963e-02 2.200950000000000129e-02 4.370240000000000236e-02 3.121370000000000047e-02 7.489339999999999886e-02 2.661109999999999951e-03 1.522219999999999997e-02 3.739699999999999969e-02 6.276229999999999830e-03 5.031250000000000305e-02 2.838080000000000117e-02 5.782480000000000259e-02 4.451379999999999573e-03 5.428530000000000161e-02 5.762060000000000098e-02 1.697359999999999841e-02 6.000620000000000259e-02 6.215730000000000040e-03 3.267769999999999703e-02 2.151140000000000170e-03 2.230010000000000152e-03 5.131410000000000138e-02 5.372020000000000267e-02 7.323170000000000374e-03 4.155670000000000197e-02 1.367499999999999966e-02 2.645660000000000026e-02 5.110450000000000105e-04 5.394600000000000263e-03 3.735270000000000257e-02 4.564180000000000320e-02 4.011650000000000285e-03 1.354860000000000049e-03 3.174099999999999838e-02
2.516420000000000115e-02 3.698930000000000273e-02 8.905130000000000684e-03 5.772769999999999985e-02 1.164259999999999948e-02 2.842839999999999950e-02 2.795929999999999943e-02 1.043020000000000058e-02 5.587620000000000087e-02 7.167030000000000622e-02 2.585270000000000189e-03 1.290720000000000062e-02 1.766629999999999936e-02 2.350749999999999975e-03 2.285600000000000132e-02 4.417320000000000274e-02 2.354180000000000161e-02 1.759080000000000019e-02 4.703550000000000092e-02 1.993879999999999958e-02 9.900979999999999503e-02 3.833340000000000185e-03 2.431669999999999925e-03 7.899280000000000190e-02 3.426549999999999735e-02 3.034159999999999982e-02 1.428830000000000031e-02 4.195410000000000111e-03 5.364200000000000218e-02 1.258489999999999956e-02 3.449320000000000077e-03 3.550940000000000346e-02 1.034930000000000051e-02 8.065779999999999825e-03 1.026700000000000008e-02 5.333480000000000165e-02
5.388169999999999765e-02 2.826649999999999779e-04 3.148059999999999747e-02 1.708940000000000112e-02 4.859240000000000087e-02 1.758880000000000166e-02 1.744389999999999830e-02 3.079389999999999905e-02 2.806149999999999964e-02 2.626190000000000122e-02 1.459139999999999916e-02 3.711269999999999847e-02 6.731299999999999784e-02 4.956050000000000039e-03 4.934850000000000174e-03 7.114310000000000078e-02 5.401129999999999820e-02 1.381049999999999986e-02 1.453720000000000012e-02 2.748089999999999908e-02 2.842070000000000013e-02 1.310620000000000014e-02 5.617960000000000401e-04 3.305170000000000330e-02 4.832739999999999952e-02 1.138310000000000016e-02 2.322679999999999884e-02 3.532600000000000323e-02 3.661679999999999796e-02 2.277919999999999945e-02 1.315570000000000064e-03 4.912239999999999662e-02 5.491229999999999722e-02 1.504250000000000032e-02 2.029299999999999941e-03 4.341020000000000295e-02
4.315329999999999860e-02 3.143250000000000210e-02 2.405459999999999890e-02 3.630850000000000050e-02 6.218689999999999808e-03 2.958200000000000066e-02 3.947629999999999889e-02 1.438219999999999950e-02 5.339200000000000196e-02 6.665619999999999878e-02 7.389849999999999891e-03 2.948100000000000026e-02 1.221940000000000005e-02 1.459090000000000040e-02 1.299170000000000012e-02 4.602470000000000172e-02 3.041680000000000078e-02 5.423739999999999811e-03 3.484890000000000210e-02 1.967700000000000005e-02 7.643089999999999606e-02 3.668999999999999952e-03 1.543370000000000072e-03 6.095459999999999767e-02 3.250519999999999798e-02 6.785000000000000232e-03 2.819419999999999912e-02 1.726690000000000169e-02 6.923250000000000237e-02 6.517799999999999809e-03 1.007649999999999909e-03 5.276850000000000290e-02 2.473519999999999885e-02 4.075780000000000201e-03 8.946520000000000123e-04 5.569840000000000207e-02
4.876359999999999723e-02 8.523779999999999898e-03 5.250900000000000012e-02 7.822290000000000840e-03 5.706290000000000147e-03 3.923959999999999948e-02 2.598369999999999846e-02 4.289160000000000195e-02 3.128720000000000112e-02 6.113009999999999972e-02 4.592390000000000014e-03 4.085459999999999786e-02 2.474169999999999842e-02 9.670430000000000692e-03 5.277490000000000132e-03 3.163119999999999821e-02 3.807270000000000099e-02 1.030930000000000041e-02 1.235009999999999927e-02 2.005289999999999850e-02 3.062240000000000101e-02 4.559630000000000280e-03 5.839259999999999763e-03 3.887920000000000265e-02 1.199749999999999948e-02 7.621869999999999990e-04 5.691929999999999906e-02 2.711020000000000096e-02 5.961339999999999695e-02 2.383110000000000089e-02 9.514329999999999662e-03 8.829040000000000499e-02 3.569750000000000006e-02 2.211979999999999849e-02 1.644440000000000138e-02 4.638930000000000137e-02
7.869859999999999356e-03 1.377489999999999964e-02 3.727169999999999789e-02 4.489950000000000191e-02 5.158179999999999710e-02 1.564650000000000069e-02 3.422900000000000248e-02 7.892409999999999877e-04 3.830450000000000001e-03 1.470239999999999915e-02 4.439290000000000250e-03 2.065710000000000116e-02 3.285500000000000226e-02 3.354349999999999693e-02 1.691530000000000117e-02 3.721309999999999896e-02 3.724469999999999864e-02 3.002120000000000136e-02 5.569640000000000007e-02 6.915260000000000330e-03 3.180720000000000075e-02 1.328629999999999915e-02 5.694560000000000420e-03 5.303700000000000081e-02 6.554759999999999753e-02 2.405759999999999843e-02 4.844289999999999707e-02 6.292879999999999828e-03 3.041359999999999897e-02 1.036989999999999960e-02 4.237849999999999603e-03 5.018670000000000075e-02 6.097000000000000336e-02 1.742940000000000114e-02 3.698160000000000249e-04 7.776049999999999629e-02
7.994960000000000608e-03 1.378869999999999922e-02 6.482189999999999654e-03 5.185590000000000338e-02 3.195139999999999786e-02 5.645270000000000149e-02 4.027639999999999693e-02 2.361850000000000060e-02 2.032300000000000079e-02 5.218910000000000216e-02 1.731480000000000172e-02 1.689629999999999908e-03 1.458450000000000024e-02 1.650630000000000153e-02 9.379829999999999808e-04 5.074739999999999807e-02 7.627499999999999558e-02 1.723739999999999994e-02 3.246460000000000318e-02 2.252739999999999951e-02 5.060680000000000039e-02 1.853070000000000064e-02 3.600340000000000159e-04 1.049810000000000049e-01 6.231579999999999758e-02 1.629150000000000043e-02 4.950460000000000277e-03 2.330739999999999982e-03 2.460390000000000146e-02 3.488220000000000209e-03 1.588099999999999928e-02 5.353610000000000313e-02 2.772890000000000077e-02 4.111959999999999574e-03 1.292169999999999951e-02 4.214289999999999703e-02
2.729480000000000101e-02 1.778110000000000107e-02 2.606090000000000143e-02 5.175869999999999777e-02 3.600919999999999815e-02 9.687489999999999990e-03 1.179350000000000016e-02 5.602669999999999699e-03 4.089639999999999942e-02 3.655239999999999878e-02 8.891319999999999432e-03 9.985469999999999763e-03 2.035119999999999985e-02 2.238429999999999934e-02 1.980330000000000198e-03 7.384970000000000423e-02 4.065269999999999995e-02 5.593360000000000345e-03 4.122230000000000338e-02 1.628809999999999980e-02 6.414359999999999506e-02 2.037289999999999934e-02 8.146370000000000000e-03 4.934380000000000016e-02 7.032199999999999562e-02 1.111529999999999983e-02 2.742359999999999937e-02 7.212080000000000053e-03 4.946020000000000277e-02 1.911579999999999877e-02 3.434539999999999815e-03 3.453169999999999851e-02 4.735729999999999801e-02 7.769240000000000174e-03 2.006720000000000032e-03 7.360909999999999676e-02
3.090230000000000060e-02 7.790929999999999730e-03 3.395970000000000238e-02 3.112120000000000164e-02 1.452290000000000005e-02 4.648680000000000173e-02 3.570079999999999781e-02 3.463120000000000087e-02 1.959210000000000118e-02 5.298920000000000019e-02 9.884959999999999927e-03 3.061430000000000054e-02 2.053030000000000133e-02 1.521160000000000047e-02 1.975929999999999874e-03 3.102830000000000171e-02 5.842730000000000146e-02 5.570819999999999765e-03 2.785009999999999916e-02 2.222620000000000151e-02 4.088540000000000230e-02 6.787699999999999810e-03 8.983920000000000274e-04 7.272860000000000436e-02 4.078860000000000124e-02 2.604940000000000033e-03 3.828320000000000334e-02 1.834469999999999851e-02 4.032809999999999867e-02 1.225500000000000027e-02 3.455559999999999882e-03 8.240519999999999790e-02 3.993789999999999840e-02 5.499160000000000333e-03 2.277159999999999861e-03 6.150329999999999686e-02
3.769419999999999715e-02 4.052880000000000024e-03 1.678050000000000028e-02 3.108719999999999886e-02 4.244989999999999875e-02 3.432439999999999797e-02 2.603940000000000074e-02 2.864939999999999848e-02 2.441619999999999902e-02 4.400219999999999826e-02 1.104390000000000059e-02 2.748230000000000117e-02 3.900789999999999813e-02 2.498979999999999951e-02 9.191410000000000552e-03 5.684390000000000276e-02 7.811129999999999463e-02 9.343850000000000332e-04 1.801859999999999920e-02 3.319339999999999791e-02 4.660290000000000266e-02 4.257679999999999798e-03 2.334220000000000132e-03 5.882439999999999891e-02 6.634479999999999544e-02 8.843489999999999858e-04 3.545079999999999759e-02 4.394979999999999720e-03 1.432759999999999936e-02 2.616390000000000035e-02 1.329319999999999981e-02 3.986549999999999816e-02 3.575679999999999831e-02 1.580660000000000051e-02 1.961159999999999987e-02 2.776740000000000111e-02
4.657859999999999778e-02 3.082080000000000063e-03 4.405590000000000027e-03 3.263180000000000247e-02 5.008350000000000302e-02 3.180920000000000275e-02 4.315770000000000023e-02 1.255380000000000038e-02 2.816650000000000056e-02 2.526600000000000026e-02 2.977269999999999917e-02 3.058680000000000079e-02 5.155089999999999673e-02 2.043880000000000002e-02 9.648419999999999566e-03 6.858580000000000232e-02 6.113960000000000228e-02 2.149289999999999881e-02 4.595339999999999842e-02 8.116520000000000332e-03 2.092990000000000128e-02 3.622090000000000032e-02 4.606669999999999992e-04 6.085070000000000062e-02 5.054059999999999803e-02 2.581200000000000161e-02 1.999029999999999904e-02 8.951320000000000457e-03 1.396380000000000017e-02 1.790390000000000037e-02 6.836889999999999981e-03 3.006280000000000063e-02 2.971060000000000020e-02 1.749190000000000120e-02 5.969170000000000205e-03 2.928410000000000041e-02
1.686230000000000021e-02 1.533239999999999950e-02 1.586069999999999841e-02 3.082220000000000099e-02 6.251859999999999362e-02 2.734779999999999850e-02 5.021969999999999906e-02 8.492340000000000349e-04 9.632560000000000081e-03 2.207009999999999875e-02 1.364519999999999969e-02 2.439919999999999936e-02 4.992370000000000141e-02 3.157399999999999790e-02 1.302200000000000059e-02 5.987599999999999867e-02 4.324719999999999953e-02 4.816899999999999654e-02 5.094280000000000336e-02 3.893989999999999951e-03 2.754639999999999866e-02 1.080030000000000052e-02 2.421560000000000119e-03 5.399129999999999902e-02 5.667389999999999928e-02 3.073100000000000137e-02 3.910600000000000187e-02 9.254149999999999616e-04 1.281470000000000005e-02 1.343160000000000014e-02 1.519879999999999929e-03 4.424259999999999998e-02 2.880649999999999877e-02 4.016750000000000181e-02 5.729829999999999993e-03 4.088309999999999861e-02
